"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 12, 2013","9,017.00","9,032.67","9,060.54","8,984.28","75.12M","-0.66%"
"Dec 11, 2013","9,077.11","9,093.26","9,153.14","9,065.51","64.85M","-0.41%"
"Dec 10, 2013","9,114.44","9,180.29","9,223.73","9,091.97","74.36M","-0.88%"
"Dec 09, 2013","9,195.17","9,218.81","9,225.53","9,171.36","62.71M","0.25%"
"Dec 06, 2013","9,172.41","9,126.15","9,195.75","9,084.12","81.33M","0.96%"
"Dec 05, 2013","9,084.95","9,110.53","9,172.16","9,078.00","77.77M","-0.61%"
"Dec 04, 2013","9,140.63","9,246.89","9,253.13","9,069.82","94.99M","-0.90%"
"Dec 03, 2013","9,223.40","9,398.19","9,404.17","9,223.13","116.91M","-1.90%"
"Dec 02, 2013","9,401.96","9,412.95","9,424.83","9,384.12","74.60M","-0.04%"
"Nov 29, 2013","9,405.30","9,378.55","9,424.62","9,376.58","65.83M","0.19%"
"Nov 28, 2013","9,387.37","9,359.50","9,399.63","9,358.77","54.33M","0.39%"
"Nov 27, 2013","9,351.13","9,308.96","9,363.48","9,295.56","59.07M","0.66%"
"Nov 26, 2013","9,290.07","9,297.65","9,316.62","9,287.30","85.11M","-0.11%"
"Nov 25, 2013","9,299.95","9,258.22","9,323.44","9,252.73","69.94M","0.88%"
"Nov 22, 2013","9,219.04","9,210.69","9,230.16","9,168.92","72.24M","0.25%"
"Nov 21, 2013","9,196.08","9,127.89","9,210.67","9,117.09","78.79M","-0.07%"
"Nov 20, 2013","9,202.07","9,175.64","9,236.78","9,162.84","68.36M","0.10%"
"Nov 19, 2013","9,193.29","9,197.47","9,217.36","9,179.25","77.18M","-0.35%"
"Nov 18, 2013","9,225.43","9,154.23","9,253.68","9,140.51","88.83M","0.62%"
"Nov 15, 2013","9,168.69","9,157.60","9,188.47","9,133.51","96.78M","0.21%"
"Nov 14, 2013","9,149.66","9,137.48","9,151.35","9,101.29","108.72M","1.05%"
"Nov 13, 2013","9,054.83","9,056.71","9,074.56","8,981.09","92.47M","-0.24%"
"Nov 12, 2013","9,076.48","9,102.99","9,124.24","9,073.93","96.96M","-0.34%"
"Nov 11, 2013","9,107.86","9,081.58","9,124.24","9,064.61","66.64M","0.33%"
"Nov 08, 2013","9,078.28","9,036.59","9,079.05","8,986.49","86.78M","-0.03%"
"Nov 07, 2013","9,081.03","9,038.47","9,193.98","9,026.09","143.22M","0.44%"
"Nov 06, 2013","9,040.87","9,030.47","9,065.96","9,021.84","68.90M","0.35%"
"Nov 05, 2013","9,009.11","9,036.18","9,041.97","8,962.42","87.09M","-0.31%"
"Nov 04, 2013","9,037.23","9,035.91","9,053.93","9,019.31","60.97M","0.33%"
"Nov 01, 2013","9,007.83","9,032.29","9,048.10","8,992.90","54.23M","-0.29%"
"Oct 31, 2013","9,033.92","8,985.48","9,037.41","8,976.37","82.81M","0.26%"
"Oct 30, 2013","9,010.27","9,030.31","9,070.17","8,996.25","69.97M","-0.13%"
"Oct 29, 2013","9,022.04","8,965.75","9,022.21","8,965.75","76.42M","0.48%"
"Oct 28, 2013","8,978.65","9,013.05","9,017.95","8,950.21","61.43M","-0.08%"
"Oct 25, 2013","8,985.74","8,952.78","9,010.65","8,944.14","71.22M","0.06%"
"Oct 24, 2013","8,980.63","8,968.50","8,987.04","8,950.81","76.69M","0.68%"
"Oct 23, 2013","8,919.86","8,906.91","8,932.91","8,897.50","79.94M","-0.31%"
"Oct 22, 2013","8,947.46","8,853.87","8,987.63","8,849.16","100.45M","0.90%"
"Oct 21, 2013","8,867.22","8,828.47","8,876.14","8,827.23","74.87M","0.02%"
"Oct 18, 2013","8,865.10","8,849.77","8,865.10","8,804.81","166.47M","0.60%"
"Oct 17, 2013","8,811.98","8,817.11","8,829.79","8,765.47","95.19M","-0.38%"
"Oct 16, 2013","8,846.00","8,792.99","8,861.28","8,781.00","92.34M","0.47%"
